college_name,location,num_courses_offered,college_rating,exams_accepted,exam_count,min_fees,max_fees,avg_fees,placement_rating,min_package,max_package,avg_package
Andhra Loyola Institute of Engineering and Technology,Vijayawada,8,3.5,AP EAMCETCBSE 12th / BIEAP +2,4,2.03,2.03,2.03,3.5,3.5,3.5,3.5
Lokmanya Tilak Jankalyan Shikshan Sanstha's Priyadarshini College of Engineering,Nagpur,12,3.7,MHT CETJEE Main,1,3.83,4.28,4.06,3.2,,,
Suryodaya College of Engineering & Technology,Nagpur,8,3.9,MHT CETJEE Main,1,3.13,3.13,3.13,3.9,2.7,2.7,2.7
"University College of Engineering, Kariavattom",Thiruvananthapuram,4,3.9,KEAM,1,2.73,2.73,2.73,3.5,,,
Jyothi Engineering College,Thrissur,10,3.9,KEAM,1,2.52,4.02,3.27,3.9,3.0,3.4,3.2
Government College Of Engineering – Tirunelveli,Tirunelveli,7,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.3,3.5,3.5,3.5
Chameli Devi Group of Institutions,Indore,9,4.2,JEE Main / MPPET,2,1.42,1.42,1.42,4.0,,,
CEM - College Of Engineering & Management,West Bengal - Other,7,3.9,JEE Main / WBJEE,2,2.85,5.62,4.24,3.5,,,
Nehru College of Engineering and Research Centre (NCERC),Thrissur,7,3.9,KEAM,1,2.0,2.0,2.0,3.9,3.08,3.08,3.08
B S Anangpuria Institute of Technology and Management,Faridabad,6,3.3,JEE Main / HSTES,2,2.9,3.15,3.02,2.9,,,
Axis Colleges,Kanpur,9,3.9,JEE Main / UPTAC,2,2.45,2.85,2.65,3.6,,,
"Nagesh Karajagi Orchid College of Engineering, Solapur",Solapur,8,3.8,MHT CETJEE Main,1,2.54,3.55,3.04,3.8,3.0,3.0,3.0
Indian Naval Academy,Kannur,4,5.0,JEE Main / CBSE 12th / ISCKerala 12th +3,6,99.79,99.79,99.79,5.0,,,
Sree Dattha Group of Educational Institutions,Ranga Reddy,16,3.7,TS EAMCET,1,2.8,3.2,3.0,3.7,5.0,5.0,5.0
Neil Gogte Institute of Technology,Hyderabad,3,3.8,TS EAMCET,1,2.8,3.6,3.2,4.2,,,
Dilkap Research Institute of Engineering and Management Studies,Raigad,10,3.4,MHT CETJEE Main,1,1.71,2.26,1.98,2.8,,,
LNCT Excellence College,Bhopal,8,4.0,JEE Main,1,2.64,2.64,2.64,4.0,,,
SND College of Engineering & Research Center,Nashik,10,3.7,MHT CETJEE Main,1,1.79,2.56,2.17,3.2,,,
"Jawahar Education Society's Institute of Technology,Management & Research,Nashik",Nashik,11,3.7,MHT CETJEE Main,1,1.73,2.31,2.02,3.4,,,
Anjuman College of Engineering and Technology,Nagpur,7,3.9,MHT CETJEE Main,1,2.29,3.05,2.67,3.9,3.5,3.5,3.5
GN Group of Institutes,Greater Noida,9,4.1,JEE Main / CUETCBSE 12th / UP 12th / ISC +3,7,2.69,5.42,4.06,4.1,,,
KMCT College of Engineering,Kozhikode,11,3.3,KEAM,1,2.0,2.0,2.0,2.9,,,
"MIT Group of Institutions, Moradabad",Moradabad,11,3.8,JEE Main,1,2.25,3.58,2.92,3.4,,,
SRK Institute of Technology,Vijayawada,10,3.6,AP EAMCET,1,1.82,1.82,1.82,3.5,,,
Raja Balwant Singh Engineering Technical Campus,Agra,16,3.5,JEE Main / UPTACCUET +2,4,2.38,2.45,2.42,3.5,2.8,2.8,2.8
Netaji Subhas Institute of Technology,Patna,5,3.2,CBSE 12th / ISCBSEB 12th +1,3,5.13,5.13,5.13,2.6,,,
GNA University,Phagwara,8,4.0,CBSE 12th / ISCPSEB 12th +1,3,8.0,10.08,9.04,3.3,,,
Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Chennai,18,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,90.0,2.0,46.0,3.6,4.3,4.3,4.3
Sahrdaya College of Engineering and Technology (SCET),Thrissur,7,3.6,KEAM,1,3.0,3.0,3.0,3.6,3.2,3.2,3.2
"College of Engineering, Attingal",Thiruvananthapuram,5,3.8,KEAM,1,2.6,2.6,2.6,3.7,,,
Balaji Institute of Technology and Science (BITS Warangal),Warangal,10,3.8,TS EAMCETTSEd / CET,2,1.05,2.72,1.89,3.8,4.5,4.5,4.5
Jaipur Engineering College (JEC Jaipur),Jaipur,9,3.6,JEE Main / REAP,2,2.38,3.4,2.89,3.3,,,
Jawaharlal Nehru Government Engineering College,Mandi,5,3.5,JEE Main / HPCET,2,2.2,2.35,2.28,3.5,4.0,4.0,4.0
"IIMT Group of Colleges, Meerut",Meerut,10,4.1,CBSE 12th / UP 12th / ISC +2,5,1.8,2.45,2.12,4.1,3.05,3.05,3.05
Prince Shri Venkateshwara Padmavathy Engineering College,Chennai,6,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.6,4.0,4.0,4.0
Sri Venkateswara Engineering College,Tirupati,10,4.2,AP EAMCET,1,1.67,1.71,1.69,4.3,,,
"City Engineering College (CEC, Banglore)",Bangalore,6,3.5,COMEDK UGETKCET,1,4.0,7.44,5.72,3.5,4.0,4.0,4.0
Sanjivani University,Ahmednagar,9,4.9,MHT CETJEE Main / PERA CETCBSE 10th / ICSEMaharashtra SSC +5,8,5.88,7.84,6.86,4.7,,,
Bipin Tripathi Kumaon Institute of Technology,Ranikhet,7,3.2,CBSE 12th / ISCUK 12th +1,3,1.35,1.35,1.35,2.7,,,
Baddi University of Emerging Sciences and Technology,Baddi,10,3.6,JEE Main,1,2.7,5.6,4.15,3.6,4.0,4.0,4.0
VJCET - Viswajyothi College of Engineering and Technology,Ernakulum,11,3.8,KEAM,1,3.0,3.0,3.0,3.6,,,
"Terna Engineering College, Osmanabad",Osmanabad,5,3.7,MHT CETJEE Main,1,2.9,2.9,2.9,3.7,1.8,1.8,1.8
Adhiyamaan College of Engineering,Hosur,26,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.0,,,
Sri Vasavi Engineering College,West Godavari,11,4.0,AP EAMCET,1,1.89,3.09,2.49,4.0,3.0,3.0,3.0
Sree Narayana Gurukulam College Of Engineering - SNGCE,Ernakulum,10,3.9,KEAM,1,2.0,3.4,2.7,3.7,,,
Delhi Skill and Entrepreneurship University - Okhla II Campus,Delhi,2,3.3,JEE Main / JAC Delhi,2,5.85,5.85,5.85,3.3,,,
Francis Xavier Engineering College,Tirunelveli,16,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,87.75,2.0,44.88,4.0,,,
Indian Maritime University (Chennai Campus),Chennai,3,3.5,IMUCET,1,11.0,11.0,11.0,3.6,,,
"Raajdhani Engineering College (REC, Bhubaneswar)",Bhubaneswar,7,3.8,JEE Main / OJEE,2,2.16,2.88,2.52,3.8,1.9,1.9,1.9
Sanghavi College of Engineering,Nashik,7,4.2,MHT CETJEE Main,1,2.39,2.39,2.39,3.6,,,
Sree Sastha Institute of Engineering and Technology,Chennai,25,3.1,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.1,3.5,3.5,3.5
S.K.N. Sinhgad College of Engineering,Solapur,6,4.1,MHT CETJEE Main,1,3.08,3.08,3.08,4.1,3.62,3.62,3.62
Swami Vivekanand University,Sagar,25,3.9,CBSE 12th / ISCMPBSE 12th +1,3,1.23,1.6,1.42,2.3,,,
Raghu Institute of Technology,Visakhapatnam,8,4.1,AP EAMCET,1,2.44,2.44,2.44,4.1,4.02,4.02,4.02
"S.P.B. Patel Engineering College (Saffrony), Mehsana",Mehsana,4,3.9,JEE Main / GUJCET,2,3.04,3.04,3.04,3.8,,,
"Dr. C.V. Raman University, Bihar",Vaishali,5,3.6,CBSE 12th / ISCBSEB 12th / CUET +2,5,3.0,3.0,3.0,3.6,3.6,3.6,3.6
S.E.A College of Engineering & Technology,Bangalore,7,3.6,COMEDK UGETKCET,1,7.44,7.44,7.44,2.9,,,
Amritsar Group of Colleges,Amritsar,13,3.8,JEE Main / AGC NESTCUETCBSE 12th / ISCPSEB 12th +5,8,2.4,2.42,2.41,3.8,3.6,3.6,3.6
Sir Visvesvaraya Institute of Technology,Nashik,7,3.6,MHT CETJEE Main,1,2.97,2.97,2.97,2.8,,,
Hooghly Engineering and Technology College,Hooghly,7,3.8,JEE Main / WBJEE,2,2.93,4.12,3.53,3.8,4.11,5.0,4.56
"Bajaj Institute of Technology, Wardha",Wardha,4,4.1,MHT CETJEE Main,1,3.61,3.61,3.61,3.9,,,
School of Management Sciences,Lucknow,13,3.8,JEE Main / UPTAC,2,2.4,2.45,2.42,3.8,2.85,2.85,2.85
"Dairy Science College, Bangalore",Bangalore,1,3.8,KCETICAR AIEEA,1,1.1,1.1,1.1,4.5,,,
"College of Engineering and Technology, Everest Education Society Group of Institutions",Aurangabad,7,4.0,MHT CETJEE Main,1,96.26,96.26,96.26,4.0,1.8,1.8,1.8
Ramco Institute of Technology,Virudhunagar,14,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.0,3.25,3.25,3.25
DITM - Delhi Institute Of Technology And Management,Sonepat,10,2.8,JEE Main / IPU CET,2,2.22,3.05,2.64,2.3,,,
"Global Engineering and Management College, Global Nature Care Sanghtan's Group of Institutions",Jabalpur,10,4.1,JEE Main / MPPETCBSE 12th / ISCMPBSE 12th +4,7,1.12,1.12,1.12,4.0,,,
Meerut Institute of Technology,Meerut,8,4.2,JEE Main / UPTACCBSE 12th / UP 12th / ISC +4,8,2.45,2.45,2.45,4.2,3.6,3.6,3.6
Kings Engineering College,Chennai,13,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.5,,,
"Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal",Bhopal,5,3.5,JEE Main / MPPETMP BE +2,4,89.0,89.0,89.0,3.0,,,
CSVTU - Chhattisgarh Swami Vivekanand Technical University,Bhilai,3,3.7,JEE Main / CG PET,2,3.6,3.6,3.6,3.5,,,
Mangalayatan University,Aligarh,15,3.9,MUJEECBSE 12th / UP 12th / ISCCUET +4,7,2.4,6.0,4.2,3.9,3.12,3.12,3.12
CPJ Institute of Management and Technology,Delhi,2,5.0,CBSE 12th / ISC,2,4.8,4.8,4.8,5.0,4.5,4.5,4.5
R K College of Engineering,Vijayawada,8,3.8,AP EAMCETCBSE 12th / BIEAP +2,4,1.25,1.72,1.48,3.8,,,
Azad Institute of Engineering and Technology,Lucknow,8,3.7,JEE Main / UPTACCUET +2,4,1.2,2.45,1.83,3.2,,,
Abacus Institute of Engineering and Management,Hooghly,10,3.8,JEE Main / WBJEEWBJEE JELET +2,4,2.0,3.36,2.68,3.6,,,
CT University (CTU),Ludhiana,11,4.1,CBSE 12th / ISCPSEB 12th +1,3,2.4,7.6,5.0,4.1,4.05,4.05,4.05
Aditya College of Engineering and Technology,Bangalore,10,4.7,JEE Main / COMEDK UGETKCET +2,4,7.44,7.44,7.44,4.8,,,
"Government Engineering College (ECB, Bikaner)",Bikaner,10,3.2,JEE Main / REAPCBSE 12th / ISCRBSE 12th +3,6,1.96,1.96,1.96,2.6,,,
Marian Engineering College,Thiruvananthapuram,8,3.8,KEAM,1,3.0,3.0,3.0,3.8,3.6,3.6,3.6
Konkan Gyanpeeth College of Engineering,Raigad,14,2.9,MHT CETJEE Main,1,2.26,3.39,2.82,2.1,,,
"School of Technology Management and Engineering, NMIMS, Navi Mumbai",Navi Mumbai,3,4.1,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSCNMIMS CET +5,8,11.0,19.25,15.12,4.1,3.5,12.0,7.75
Hi-Tech Institute Of Technology,Aurangabad,5,3.4,MHT CETJEE Main,1,2.89,2.89,2.89,3.4,2.5,2.5,2.5
Sri Balaji College of Engineering and Technology,Jaipur,6,3.4,JEE Main / REAP,2,1.96,2.6,2.28,2.7,,,
S.G.Balekundri Institute Of Technology - SGBIT,Belgaum,8,3.9,COMEDK UGETKCET,1,2.1,7.44,4.77,3.1,,,
Shadan College of Engineering and Technology,Hyderabad,10,3.1,TS EAMCET,1,1.8,2.0,1.9,3.1,3.15,3.15,3.15
"College of Engineering and Technology, Akola",Akola,7,3.7,MHT CETJEE Main,1,3.74,4.0,3.87,3.2,,,
Jaya Prakash Narayan College of Engineering JPNCE,Telangana - Other,10,4.2,TS EAMCETTSEd / CET,2,2.07,2.76,2.42,4.1,,,
"Government Engineering College, Modasa",Modasa,8,3.9,JEE Main / GUJCET,2,6.0,6.0,6.0,3.6,,,
Shree Devi Institute of Technology,Mangalore,11,3.6,COMEDK UGETKCET,1,85.5,7.44,46.47,3.3,,,
Janatha Education Trust’S Vivekananda Institute of Technology (VKIT),Bangalore,5,3.9,COMEDK UGETKCET,1,7.44,7.44,7.44,3.3,,,
Nirmala College of Engineering,Thrissur,11,2.9,KEAM,1,2.0,2.0,2.0,2.5,,,
Bhoj Reddy Engineering College for Women,Hyderabad,6,4.3,TS EAMCETTSEd / CET,2,1.8,3.0,2.4,4.2,,,
"Government College of  Engineering, Bargur",Krishnagiri,5,4.1,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.1,4.0,4.0,4.0
Rao Birender Singh State Institute of Engineering and Technology,Rewari,6,2.5,HSTES,1,1.2,1.2,1.2,2.2,,,
"Central Institute of Plastics Engineering and Technology, Bhubaneswar",Bhubaneswar,2,4.1,JEE Main / OJEE,2,2.16,2.16,2.16,3.4,,,
RERF - Regent Education and Research Foundation,Kolkata,13,3.9,JEE Main / WBJEE,2,2.63,3.44,3.04,3.4,,,
International Institute of Technology and Management,Sonepat,8,3.3,JEE Main / CUETHSTES +1,3,1.76,3.76,2.76,2.7,,,
"Mar Baselios Institute of Technology And Science, Kothamangalam",Ernakulum,7,4.1,KEAM,1,2.0,2.0,2.0,4.1,2.5,2.5,2.5
G. V. Acharya Institutions of Engineering and Technology,Mumbai,6,2.8,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSC +4,7,2.88,2.88,2.88,2.3,,,
Samarth Group of Institutions,Maharashtra - Other,9,4.0,MHT CETJEE Main,1,3.09,3.09,3.09,3.3,,,
Universal AI University,Mumbai,3,3.8,MHT CETJEE Main / CUETPERA CET +3,5,13.12,13.12,13.12,3.8,10.42,10.42,10.42
Kingston Engineering College,Vellore,9,3.3,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
St. Peter's College of Engineering and Technology,Chennai,13,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,1.8,2.0,1.9,3.8,2.5,2.5,2.5
Jai Narain college of Technology (JNCT),Bhopal,8,3.8,JEE Main / MPPETMP BECBSE 12th / ISCMPBSE 12th +5,8,1.28,1.8,1.54,3.7,,,
Dr. J.J. Magdum College of Engineering,Maharashtra - Other,8,3.6,MHT CETJEE Main,1,2.61,2.61,2.61,3.6,,,
International Centre of Excellence in Engineering and Management,Aurangabad,6,2.7,MHT CETJEE Main,1,1.86,1.86,1.86,1.8,,,
"Desh Bhagat University, Punjab",Punjab - Other,16,3.7,CBSE 12th / ISCPSEB 12th +1,3,1.75,3.18,2.46,3.7,3.2,3.2,3.2
Jansons Institute of Technology,Coimbatore,6,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,2.74,2.74,2.74
C. Abdul Hakeem College of Engineering and Technology,Vellore,11,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,3.3,,,
Sri Padmavati Mahila Visvavidyalayam,Tirupati,4,3.9,AP EAMCET,1,1.8,1.8,1.8,3.9,3.7,4.7,4.2
Einstein Academy of Technology and Management,Bhubaneswar,12,4.1,JEE Main / OJEE,2,1.91,2.2,2.06,3.9,,,
Rajarshi Rananjay Sinh Institute of Management and Technology (RRSIMT),Uttar Pradesh - Other,8,3.3,JEE Main / UPTAC,2,1.82,2.45,2.14,2.9,,,
Sindhudurg Shikshan Prasarak Mandal's College of Engineering (SSPMCOE),Maharashtra - Other,9,3.2,MHT CETJEE Main,1,1.68,2.38,2.03,2.2,,,
Impact College of Engineering and Applied Sciences,Bangalore,10,3.5,COMEDK UGETKCET,1,3.86,7.44,5.65,3.0,,,
Indian Institute Of Handloom Technology,Salem,1,3.8,JEE Main,1,2.0,2.0,2.0,3.7,,,
MIT Vishwaprayag University,Solapur,4,4.0,MHT CETJEE Main / PERA CETJEE Advanced / MAH CET +4,7,7.0,7.0,7.0,3.8,,,
"Ideal Institute of Technology, Wada",Thane,7,1.7,MHT CETJEE Main,1,3.57,3.57,3.57,1.6,,,
Sridevi Women's Engineering College,Ranga Reddy,9,4.2,TS EAMCETTSEd / CET,2,1.33,4.4,2.86,4.2,6.5,6.5,6.5
St Xavier's Catholic College of Engineering,Nagercoil,10,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.2,2.5,2.5,2.5
Professor Jayashankar Telangana State Agricultural University,Hyderabad,2,4.2,TS EAMCETICAR AIEEA,1,40.0,40.0,40.0,4.0,,,
Amrapali University Haldwani,Haldwani,8,3.7,CBSE 12th / ISCUK 12th +1,3,2.92,5.04,3.98,3.1,,,
Bhubaneswar Engineering College,Bhubaneswar,13,3.1,JEE Main / OJEE,2,2.52,2.52,2.52,2.5,,,
AVS Engineering College,Salem,10,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.1,2.05,3.9,,,
KIPM College of Engineering and Technology (KIPM),Gorakhpur,8,3.9,JEE Main / UPTAC,2,1.94,2.45,2.2,3.6,,,
Aligarh College of Engineering and Technology,Aligarh,10,3.1,JEE Main / UPTACCUET +2,4,2.45,2.45,2.45,2.7,,,
Scholars Institute of Technology and Management,Guwahati,5,3.7,JEE Main / Assam CEE,2,5.0,5.0,5.0,3.7,4.0,4.0,4.0
"East West Group Of Institutions, Magadi Road",Bangalore,4,3.5,COMEDK UGETKCET,1,3.86,7.44,5.65,3.2,,,
Tagore Engineering College,Chennai,8,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.4,1.8,4.2,,,
"Government Engineering College, Valsad",Valsad,5,3.9,JEE Main / GUJCET,2,6.0,6.0,6.0,3.9,1.5,1.5,1.5
Anand School of Engineering and Technology,Agra,17,3.5,JEE Main / UPTACSUATCUET +3,5,2.45,5.96,4.2,3.5,3.0,3.0,3.0
Hon. Shri. Babanrao Pachpute Vichardhara Trust's Parikrama Group of Institutions,Ahmednagar,6,3.6,MHT CETJEE Main,1,2.31,2.31,2.31,2.8,,,
LBS Institute of Technology for Women,Thiruvananthapuram,8,4.1,KEAM,1,45.65,2.6,24.12,4.2,,,
NPR College of Engineering and Technology,Dindigul,10,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.65,2.0,1.82,3.7,4.4,4.4,4.4
SSVPS's Bapusaheb Shivajirao Deore College of Engineering (SSVPS's BSD COE),Dhule,6,3.6,MHT CETJEE Main,1,3.3,3.3,3.3,3.6,7.5,7.5,7.5
Brilliant Grammar School Educational Society's Group of Institutions,Hyderabad,10,3.7,TS EAMCET,1,2.6,2.88,2.74,3.5,,,
"Nagarjuna Institute of Engineering, Technology & Management",Nagpur,7,3.9,MHT CETJEE Main,1,3.45,3.45,3.45,3.8,,,
Chaudhary Charan Singh Haryana Agricultural University,Haryana - Other,1,3.8,CCSHAU Entrance Exam,1,50.16,50.16,50.16,3.8,6.0,6.0,6.0
Fabtech Technical Campus- College of Engineering,Maharashtra - Other,7,3.7,MHT CETJEE Main,1,2.86,2.86,2.86,3.2,,,
Potti Sriramulu College Of Engineering And Technology,Vijayawada,9,3.8,AP EAMCETCBSE 12th / BIEAP +2,4,1.66,2.16,1.91,3.8,3.6,3.6,3.6
Suresh Gyan Vihar University,Jaipur,21,3.7,JEE Main / SGVUEECUETCBSE 12th / ISCRBSE 12th +5,8,2.7,9.6,6.15,3.7,4.2,6.6,5.4
Malwa Institute of Technology,Indore,8,3.4,JEE Main / MP BEMPPET +2,4,1.2,1.2,1.2,2.8,,,
Mahatma Gandhi University College of Engineering and Technology,Nalgonda,3,3.8,TS EAMCET,1,2.29,2.29,2.29,2.8,,,
Datta Meghe Institute of Higher Education and Research (Deemed to be University),Wardha,10,3.9,MHT CETJEE Main / CUETICAR AIEEA +3,5,3.9,5.2,4.55,3.9,5.0,5.4,5.2
Barak Valley Engineering College,Assam - Other,4,3.9,JEE Main / JEE Advanced / Assam CEE +2,5,55.6,55.6,55.6,3.6,,,
"Swami Vivekanand College of Engineering,Indore",Indore,6,3.6,JEE Main / MP BEMPPET +2,4,1.14,1.14,1.14,3.4,,,
Alipurduar Government Engineering and Management College,Alipurduar,4,3.1,WBJEE,1,24.0,48.0,36.0,2.0,,,
RTC Institute of Technology,Ranchi,5,3.3,JEE Main / JEECE,2,1.84,1.84,1.84,3.3,1.68,2.16,1.92
"St. Joseph College of Engineering, Sriperumbudur",Chennai,8,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.3,,,
AAR Mahaveer Engineering College,Hyderabad,5,3.5,TS EAMCET,1,2.4,2.4,2.4,2.9,,,
"University of Science and Technology, Meghalaya",Shillong,6,3.8,CBSE 12th / ISCMBOSE HSSLC +1,3,4.4,5.6,5.0,4.0,,,
VVP Engineering College,Rajkot,9,4.0,JEE Main / GUJCET,2,4.1,4.1,4.1,3.8,,,
Vikas College of Engineering and Technology,Vijayawada,10,3.5,JEE Main / AP EAMCETCBSE 12th / BIEAP +3,6,2.36,2.36,2.36,3.1,,,
Mahatma Jyoti Rao Phoole University,Jaipur,10,2.4,CBSE 12th / ISCRBSE 12th +1,3,3.2,4.25,3.72,1.0,,,
Anjalai Ammal Mahalingam Engineering College,Tiruchirappalli,10,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,1.84,2.0,1.92,3.8,3.0,3.0,3.0
"Government Engineering College, Dahod",Dahod,5,3.6,JEE Main / GUJCET,2,6.0,6.0,6.0,3.6,2.5,2.5,2.5
"College of Engineering, Ambajogai",Maharashtra - Other,11,4.0,MHT CETJEE Main,1,2.02,2.02,2.02,2.9,,,
Jawaharlal Darda Institute of Engineering and Technology,Yavatmal,9,4.0,MHT CETJEE Main,1,2.13,2.89,2.51,4.0,3.3,3.3,3.3
Moodlakatte Institute of Technology - MIT KUNDAPURA,Udupi,10,3.4,COMEDK UGETKCET,1,3.86,7.44,5.65,3.8,,,
Gokaraju Lailavathi Womens Enginnering College,Hyderabad,3,4.0,TS EAMCET,1,1.4,2.8,2.1,3.9,,,
Sahrdaya College of Engineering and Technology,Thrissur,6,4.0,KEAM,1,3.0,3.0,3.0,4.0,3.2,3.2,3.2
I.K Gujral Punjab Technical University (PTU),Punjab - Other,8,4.1,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.44,2.93,4.1,6.0,6.0,6.0
Srinivasa Ramanujan Institute of Technology,Anantapur,8,4.2,AP EAMCET,1,1.96,2.21,2.08,4.2,3.67,3.67,3.67
Arya Institute of Engineering and Technology,Jaipur,6,4.0,JEE Main / REAP,2,2.96,2.96,2.96,4.0,5.22,5.22,5.22
"School of Health Sciences and Technology, UPES",Dehradun,9,3.9,JEE Main / UPESEATCUETSAT India +3,5,17.71,17.71,17.71,3.5,,,
Saroj Institute of Technology and Management,Lucknow,16,3.6,JEE Main / UPTACCUET +2,4,2.4,3.8,3.1,3.1,,,
JNAFAU SPA - School of Planning and Architecture,Hyderabad,3,3.3,TS EAMCET,1,2.6,2.6,2.6,3.3,1.8,1.8,1.8
MEC - Mahendra Engineering College,Namakkal,17,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.7,3.2,4.2,3.7
"Devang Patel Institute of Advance Technology and Research, Charotar University of Science and Technology",Anand,3,4.4,JEE Main / GUJCET,2,5.92,5.92,5.92,4.4,4.0,4.0,4.0
Mohanlal Sukhadia University,Udaipur,5,2.2,JEE Main,1,2.96,2.96,2.96,2.2,2.5,2.5,2.5
Maharaja Agrasen University,Baddi,7,3.6,JEE Main / HPCETCBSE 12th / ISCHPBOSE 12th +4,7,5.0,5.2,5.1,3.6,5.1,5.1,5.1
"Government College of Engineering, Kalahandi",Bhawanipatna,4,3.5,JEE Main / OJEE,2,1.78,1.78,1.78,3.5,3.5,3.5,3.5
Satya Institute of Technology and Management,Vizianagaram,7,3.4,JEE Main / AP EAMCET,2,1.72,2.01,1.86,3.2,,,
"Koneru Lakshmaiah Education Foundation, Bachupally Campus",Hyderabad,4,4.6,– / –,1,9.2,11.6,10.4,4.0,,,
PECTN - Pondicherry Engineering College Tamil Nadu,Pondicherry,9,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,6.17,6.17,6.17,3.0,,,
Rajiv Gandhi Government Engineering College,Kangra,5,3.5,JEE Main / HPCET,2,1.2,2.3,1.75,3.5,2.5,2.5,2.5
Shridevi Institute of Engineering and Technology,Tumkur,11,3.9,COMEDK UGETKCET,1,3.86,7.44,5.65,3.7,,,
Camellia Institute Of Technology,Kolkata,7,2.9,JEE Main / WBJEE,2,2.68,3.2,2.94,2.2,,,
Southern Academy of Maritime Studies,Chennai,1,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,11.0,11.0,11.0,5.0,,,
"Government College of Engineering and Textile Technology, Berhampore",Murshidabad,8,4.1,JEE Main / WBJEE,2,32.7,56.7,44.7,3.7,,,
Nagaland University - Dimapur Campus,Dimapur,5,3.5,JEE Main / CUETJEE Advanced +1,3,56.0,56.0,56.0,3.5,3.0,3.0,3.0
Vignan's Institute of Management and Technology for Women (VMTW),Hyderabad,7,4.2,TS EAMCET,1,2.8,3.6,3.2,4.2,3.25,3.25,3.25
Anantha Lakshmi Institute Of Technology and Sciences,Anantapur,10,3.8,AP EAMCETCBSE 12th / BIEAP +2,4,1.51,2.01,1.76,3.7,,,
"College of Agriculture, Hassan - University of Agricultural Sciences, Bangalore",Hassan,2,3.7,KCETICAR AIEEA,1,1.08,1.08,1.08,3.7,5.5,5.5,5.5
"Graphic Era Hill University, Bhimtal",Nainital,9,3.9,JEE Main / CUET,2,7.63,16.38,12.0,3.8,,,
"Yogananda College of Engineering and Technology, Jammu",Jammu,5,2.9,JKCET,1,1.8,3.6,2.7,2.2,,,
Sangam University,Bhilwara,7,3.6,CUET,1,5.0,5.0,5.0,3.6,2.5,2.5,2.5
Shri Shivaji Institute of Engineering and Management Studies,Parbhani,5,2.6,MHT CETJEE Main,1,90.74,90.74,90.74,2.1,,,
"Y.S.R Engineering College, Yogi Vemana University",Andhra Pradesh - Other,6,3.7,AP EAMCET,1,62.0,62.0,62.0,3.0,,,
"University College of Engineering, Nagercoil, Anna University",Nagercoil,8,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,48.0,48.0,48.0,4.2,7.5,7.5,7.5
"Central Institute of Plastics Engineering and Technology, Lucknow",Lucknow,4,3.3,JEE Main / UPTAC,2,1.65,2.45,2.05,3.4,,,
"The Institute of Chartered Financial Analysts of India University, Tripura",Tripura - Other,6,4.1,TJEE,1,1.77,4.6,3.18,3.3,,,
MIT College of Railway Engineering and Research,Solapur,6,4.5,MHT CETJEE Main,1,3.82,3.82,3.82,4.3,,,
St. Joseph College of Engineering and Technology,Kottayam,12,4.0,KEAM,1,2.65,4.02,3.34,4.0,3.48,3.48,3.48
Vishwabharati Academy's College of Engineering,Ahmednagar,10,3.2,MHT CETJEE Main,1,1.57,2.1,1.84,2.0,,,
Bankura Unnayani Institute of Engineering,Bankura,8,3.5,JEE Main / WBJEE,2,3.32,3.32,3.32,2.9,,,
Darshan University,Rajkot,6,4.1,JEE Main / GUJCET,2,2.92,5.76,4.34,4.1,2.06,3.1,2.58
Royal College of Engineering and Technology,Kerala - Other,13,3.6,KEAM,1,45.0,2.0,23.5,3.2,,,
